Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
95,47.26357953275959,2.4486779671788206,Italian,40.37243420600821,1,86,
58,39.40850618093811,14.503710960547815,Italian,38.50662475946178,1,6,
61,21.25563842310107,6.460223967724277,Mexican,17.72640033633731,1,22,
51,20.105963758435404,19.941563141633235,Italian,28.852330982964848,1,60,
79,10.203285592721038,19.59564915709044,American,28.900617712783408,0,70,
24,37.82857171399001,13.122680360411614,Mexican,25.12898060973379,1,33,
63,11.951343266926923,2.5965289790343515,American,30.691739286090126,0,18,
69,31.304100776030484,13.737219953500581,Italian,26.52429590908577,0,57,
17,48.48487890368199,1.8606097292005441,American,17.973819578847326,1,8,
62,14.378754402178156,0.5872831820478464,Japanese,26.494659490987242,0,47,
69,45.779197238722695,16.459168924429722,Italian,12.891077902927064,1,81,
14,49.65901340580193,4.195058953673627,Japanese,33.03143451097647,0,40,
77,12.460681049569402,7.580542524381948,American,44.14618195764448,1,47,
15,45.31625076549845,19.469147799523462,Japanese,39.011483374182205,1,44,
56,30.643160817744665,6.736810037222066,Italian,24.41576160216445,1,24,
64,46.26054878,5.929795625666305,Japanese,13.482848223092327,1,77,
49,32.852757676782964,18.364159992455505,American,18.085975969010832,1,24,
61,36.484480404262584,2.214968906379162,American,31.81961361979343,1,18,
25,31.75115631989597,15.191648202292637,American,18.282283335321313,0,38,
22,44.57971521229394,19.76131133305548,Italian,31.75892445,0,78,
39,39.356396758148065,18.025920215492977,American,19.263960990555958,0,79,
28,30.850412487216595,13.033358374128518,Italian,43.95695477904291,1,26,
26,44.726432162061876,6.2812159,Japanese,25.890858913618388,0,73,
72,19.81142129021338,5.086439623566335,American,19.822025037779643,1,62,
28,16.29362638810104,16.385102097429222,Japanese,42.49304720988246,0,67,
67,16.416004213202882,17.596438279033904,Mexican,23.71355859221803,0,18,
64,23.360355149809514,10.508698250913858,Japanese,14.459507513551277,1,27,
99,19.54760125,4.886798815729323,Mexican,32.81637965614566,0,84,
99,47.203614020389544,2.258864168223471,Japanese,33.26256817751955,0,77,
71,14.23336375314336,1.7435893566366234,Italian,38.58782700942937,0,32,
32,37.95962952158351,14.381548947077112,Japanese,19.60877732833542,1,9,
18,17.568861591400236,8.402374556954499,Italian,27.75085356,0,82,
21,45.26548531081401,18.107197485557407,Italian,21.294716761706248,1,29,
10,48.45261153,14.793426014535275,American,13.238149444627524,0,21,
67,28.618800350799344,3.825208358291734,Italian,45.06455308063566,0,2,
10,45.162859209125266,12.275548376313981,Mexican,39.15479217953364,0,81,
43,10.20580683018859,8.710109087963186,American,22.058522378352027,0,74,
57,42.7978767,11.54499461537226,American,33.97491971487945,1,47,
98,19.14500646099694,14.761382466770343,Japanese,18.050551525378896,0,1,
10,46.34805237077472,16.123917620075815,Italian,45.60946487183084,1,75,
25,10.044804459204379,16.874746528134487,Italian,14.596253734476413,1,53,
70,32.24726940159028,5.0794974914404944,Mexican,10.153485820312035,0,5,
73,40.26543215139739,0.6223119983471537,Japanese,30.080327909567288,0,39,
72,20.34753322791632,14.785894703295464,Japanese,33.32511293811477,1,92,
78,17.725314583491723,2.126874525115492,American,33.15861281183217,1,93,
31,13.363928978719386,6.298391772259353,American,12.180477097513052,0,1,
76,23.057343060131718,0.076342682,American,22.561752276737298,0,72,
85,32.39377249235318,13.633389648032402,Mexican,29.967957873653273,0,1,
35,14.633754271210307,3.342640229424425,Mexican,18.663167425089636,0,92,
25,25.06781447947195,13.105648193833163,American,44.905035419435855,0,96,
60,10.362896186108998,19.834852343356776,Japanese,13.484371578457361,1,73,
95,42.74717681999367,1.4534174322003257,Mexican,29.495377666881716,0,97,
66,15.137948723727654,1.5415602390292138,Japanese,37.65664230052608,0,54,
38,21.333717930623266,6.807601853333498,Japanese,20.470044005379297,1,71,
87,10.737108749528698,17.327730285026842,Italian,34.969629479900725,0,59,
78,27.289631355700493,4.310597375826637,American,43.17540600569498,0,96,
56,43.604860109648754,7.207556398606951,Italian,17.613479003801903,1,5,
71,25.686048457807864,1.3701081325395914,American,46.688823672994516,0,18,
78,17.179892936953337,15.263105825177787,American,32.142341306494316,1,95,
85,40.14795336202077,8.166126855189022,Japanese,21.969280172042424,0,26,
25,41.55227927482977,15.184974661216856,American,27.234331015290827,0,0,
99,16.95013901230267,18.07215689,Japanese,22.48767535145552,0,32,
99,40.83416434163959,4.655262942025775,Japanese,39.00444639733264,1,39,
57,47.89191553025352,16.147920606799026,American,41.85202653660529,1,31,
94,16.655103477290893,1.1818778015650655,Japanese,43.31749569274644,1,68,
48,40.83937170128542,17.976947763604947,Japanese,49.43072998342964,1,16,
42,38.34288018410518,13.015370951174948,Japanese,41.65137169986734,0,7,
32,28.94295553740354,17.48453448276703,Mexican,34.05536282754254,1,56,
19,12.316818422351933,0.003767991,Japanese,23.568811935671352,1,41,
78,12.987776710314161,3.3816214071198503,Mexican,31.783817948429977,1,97,
43,44.09658637,7.795187748529841,Mexican,11.642726911616217,0,8,
61,49.60593491002588,7.590058067494372,Japanese,39.793003021196526,0,86,
19,37.042090287470174,4.534607658470213,Japanese,27.83822180368407,1,34,
28,27.838332280412857,7.632238797344002,Mexican,10.800929189287505,1,70,
67,35.902945736076305,2.5769742400050966,Mexican,12.500277660416433,0,78,
10,33.77583436914181,8.255222585,Japanese,25.498658552870268,1,52,
78,25.344490416224872,16.047086583185283,Japanese,33.33686076,1,53,
13,12.625045782960518,9.581401262067024,American,28.568157958085067,1,83,
25,42.86051789629764,0.36000177890429974,Mexican,34.768172691686196,1,24,
33,24.873341169548983,8.428880831584948,Mexican,29.21177035165423,0,66,
89,42.75142573428375,0.5435003218168832,American,36.46815381925387,0,61,
11,20.10034998753529,19.324868214135964,Mexican,18.765042586832035,0,54,
41,10.041179193825336,2.5490791884573794,Italian,14.513727487344855,1,45,
93,16.357531331070263,14.153766526612374,Mexican,33.85735819,1,23,
33,28.741576670743374,19.455526457841717,American,29.38758068,0,97,
21,47.77214539831319,16.52078103333144,Italian,11.074706161797412,0,45,
59,14.08774478774876,13.986307502524074,Japanese,25.219275419721434,0,21,
44,44.16839097846264,16.789218190015337,American,14.24502341963982,1,10,
42,31.080963848474482,19.635973865212552,American,31.25427327010781,0,47,
42,43.03683063199586,12.426889945070592,Japanese,25.83110718641723,1,7,
70,21.934977239599704,11.18369613658653,American,34.52607644412072,1,38,
60,43.59788658689887,12.564762209265627,Mexican,42.22408875080953,0,34,
52,40.912911200672184,10.65351774,Japanese,21.98674735365963,0,48,
21,19.202147321257357,12.701782118194377,American,48.48408417,1,45,
76,15.253405056375122,8.996844159451186,Japanese,31.425380023502978,0,37,
74,44.722172901291714,4.368863657666142,Japanese,34.73163195019152,0,7,
42,48.529466137605276,2.4049445302335126,Japanese,37.226894929029484,1,53,
49,11.252092549900649,1.3668187106452079,Italian,36.66926119430359,1,36,
83,39.25080267894742,5.266315675064002,American,30.438829721802485,1,90,
52,46.38098043791273,0.9224712867146767,Italian,27.15057164458734,1,91,
53,44.29440368369995,11.343415598387711,American,12.151278567095115,1,39,
38,48.580818890808345,5.676568940470405,Mexican,10.88343381204719,0,33,
22,40.40376313752389,16.490696161740644,Mexican,24.318447781310585,1,95,
21,27.691950495236412,1.4848174597677288,Mexican,23.346435625347706,1,78,
55,22.478079619805218,4.527029886829719,American,25.50780619356027,1,16,
11,22.829709617525097,14.604922941802919,Japanese,15.53472804,0,32,
44,38.97690690456468,11.976165927669829,Japanese,39.52673082147375,1,46,
96,39.833480481238574,1.2898254249833507,Italian,44.27857659104956,1,51,
90,18.014365741948506,17.54478914324401,Italian,47.54858541,1,79,
99,44.72491253962124,17.54523525652359,Mexican,29.694492140785034,0,92,
17,38.596961608089906,6.6081600775154765,Italian,38.034627965017144,1,8,
35,32.51001145,6.808116866991294,American,44.22204494,1,32,
83,28.86129840410051,19.78056716700348,American,26.731644443739437,1,59,
99,31.729312231598325,12.523523431862763,Italian,22.376511794817773,0,92,
43,16.36982953117058,10.626330411361183,Italian,47.46898223,0,76,
16,18.148049971050966,16.76304367103849,Italian,30.627062043082923,0,20,
77,13.646579616247667,5.705806767146329,Italian,29.890155463635118,0,57,
67,16.146321526444506,8.583651867927138,Mexican,17.13664386253983,1,84,
84,28.147745384211305,5.355533509766683,Mexican,14.32620058293427,1,68,
38,31.214175749130245,15.783216931774628,Italian,43.68427449934047,0,9,
45,10.714475699132775,11.46698691270436,American,34.56532704750072,0,5,
98,41.87191311,13.17650140280141,Mexican,23.032983360777948,1,12,
30,21.766718933739114,5.046144996788131,American,17.669448695610658,1,64,
45,46.473441398396446,4.404506027546303,Japanese,32.219891206785256,0,19,
19,48.70045054455111,9.767492579658775,American,33.35677157044542,0,56,
82,17.418354987066174,14.751314981856536,Italian,18.279744049802325,0,45,
33,28.483891630626424,10.504795150403204,Japanese,44.05622991565896,0,7,
73,10.049273406657036,0.6529135509133721,Mexican,13.370574646234044,1,9,
58,33.933090604897075,17.371030126405774,Mexican,24.24372340665687,0,72,
45,34.29225793050685,1.2937378703026314,Japanese,37.215376550500885,0,66,
91,19.901598224135007,19.116489674415046,American,20.964814552768026,1,10,
33,32.336506903327916,0.5028391655454545,Mexican,43.10700779125087,1,11,
32,19.02160569774942,13.889009122614176,Italian,39.59471306401614,1,9,
71,16.433018763127603,1.6441412742356332,Japanese,41.560913781925365,1,24,
46,36.06077867209059,18.213531588702793,Italian,14.76426143506865,1,48,
21,23.037018558082995,9.288664724510856,Japanese,15.621885119821716,0,48,
64,33.61055756,2.7504754963403077,Mexican,21.458949509783345,0,88,
22,27.329869958866226,6.816313995796932,American,30.723086607902445,0,10,
32,49.37405629611616,3.296493506935241,Japanese,39.920643067976094,1,61,
98,15.98322570670263,3.4116382311418003,Japanese,43.461235630436136,0,35,
39,28.583943865432406,18.962166403428846,Italian,38.17341263828722,1,38,
26,37.218265054373006,8.904922245695763,Mexican,47.14387526122553,0,52,
71,25.821803355198746,15.77604527810719,Italian,39.54974038463721,0,89,
93,48.98799407,12.792111223553636,Mexican,22.25071548018459,1,77,
98,38.87550512,13.528527246767846,Italian,20.603251373542903,1,55,
95,36.27935430257972,2.6338687694407703,Japanese,37.847698012043594,0,0,
22,40.28237070444894,4.683688936309713,Italian,17.71482274758457,0,55,
68,48.10594552154868,15.73500670308874,American,13.708592432410796,0,3,
28,46.31274611938561,19.41532412949566,Mexican,31.288914994247754,0,29,
58,38.97141232505648,5.253512851973035,Mexican,42.865662791158215,0,11,
21,39.96646556405132,5.431375295020797,Japanese,14.055193698794541,1,34,
70,15.836882961405818,9.457942656218098,Mexican,41.67565295182917,1,76,
28,14.111696179706627,19.67680625710876,American,42.46288017406192,1,51,
85,32.83618007376657,5.379178916529421,Italian,29.29096000326174,1,30,
18,10.734705477621599,8.139438192685278,Japanese,12.292412400419472,0,86,
80,29.29425526206366,17.829600312470134,American,16.983594049887458,0,67,
37,18.413983196754742,0.058420652,Mexican,38.29705100647729,1,51,
87,23.840662705793584,0.7953192997713909,Mexican,38.47111779963798,0,79,
61,41.032189431718244,12.081433541424385,American,45.93421100670661,1,6,
92,47.64950016929546,18.14760329425694,Italian,33.307445862183314,0,21,
25,12.89665088585366,4.777133208038553,Italian,14.964294708551096,0,92,
78,31.369688239057805,9.392835494,Japanese,14.856596220198885,0,74,
21,45.30133943,9.009306033156365,Mexican,38.845294294272946,1,55,
34,13.300341377616851,9.459426921910204,American,17.351386604316048,1,96,
61,42.980561875873356,12.450393914594905,Italian,23.135419984664214,1,57,
94,24.312054037130856,9.394875259813675,Japanese,29.488480276876558,1,92,
62,22.883788088773414,8.949362826449157,Mexican,10.990595103046047,0,63,
32,49.09865545259143,9.485768409,Mexican,19.952761080797274,0,11,
25,18.034363594491765,11.81734882542083,Japanese,26.315584340291203,0,6,
66,37.72775763290724,10.740149767027168,Japanese,21.185452739728248,0,54,
48,42.857629120394655,17.082719953010084,Italian,15.454813098702633,1,61,
62,11.647339811170866,0.9899370698733323,American,39.120490311847895,0,89,
51,36.815418334176485,16.66634142946025,Mexican,42.52590621,0,72,
67,48.061998974213076,16.87849225223448,American,20.299159045748993,0,97,
48,14.968798669122375,5.698160430619216,Mexican,40.97677978425213,1,76,
23,45.848852107401534,9.257039100317012,Mexican,25.422142576052554,1,54,
14,33.79106549507745,8.770769771,American,30.26743163416011,1,35,
44,34.66418327449896,4.370196687082606,Japanese,44.240042995726114,0,88,
96,34.51776699462424,7.935936941726329,Italian,39.99814727209632,1,23,
84,21.953435453492553,0.8877554434170887,Mexican,42.20467405264711,0,43,
27,47.40807261197838,5.556441455634689,Japanese,15.473806663454273,0,16,
85,47.89401850524155,16.33364350901436,Mexican,12.788777033349179,0,1,
18,35.01218640855791,5.691246035257951,Italian,45.736189163519484,1,12,
83,41.33690903766458,16.36413337496495,Mexican,25.513370782843772,1,30,
67,34.49031943524632,10.631989292088617,Italian,21.515187122787232,0,92,
26,29.375937902961624,17.59725355,Italian,38.98785017047298,0,27,
16,36.43280473197002,11.495591085288304,Mexican,43.45662386319427,1,59,
55,32.12005810367834,0.5933644612947964,Mexican,44.49958487593204,1,26,
22,33.89903451,13.508404150941784,Italian,22.639885645009095,1,14,
49,41.35330213675448,0.8970713604713731,Japanese,44.08849564806696,0,94,
51,29.236153257959394,9.01194038,American,11.637357774973815,0,78,
18,11.63016424369891,18.58853388946228,Italian,11.986459658388755,0,32,
59,16.55997923957989,3.304078786757003,Mexican,34.94076780696618,1,19,
36,27.544288659581536,7.7974470588308815,Mexican,12.52425476462185,1,41,
75,38.99306239496234,14.597206176969568,Japanese,22.98436674040646,1,11,
14,33.731145932407145,17.64517112189695,American,36.91023944987696,0,72,
38,36.01176743493816,13.418860094850158,Italian,23.490675842169054,0,22,
46,29.17115714305149,5.163465083823384,Italian,17.183991257603836,1,71,
47,34.62968087768971,13.492157058324324,American,21.254024874153664,0,95,
92,23.160697512586488,5.934552822,Italian,28.303013290017272,1,13,
17,28.807303707866602,14.368584596374705,American,29.015434214219297,0,90,
74,39.771162623798226,19.08066255170081,Mexican,41.32000925388808,1,24,
95,44.87331115892485,14.427869022125765,American,40.006129177260505,0,76,
26,27.346213358255554,17.257610058248247,Italian,28.272712182245407,0,84,
80,11.746466308294448,0.042076864,American,43.82669396395086,1,30,
98,16.466901765872105,14.351442494631888,Japanese,14.569485543655833,1,53,
54,10.834445571661524,16.591751137305007,Mexican,20.21413400915606,1,4,
13,36.13052077,0.8111747508936284,Mexican,43.11905854009006,1,12,
45,23.292585014204356,17.43195454576461,American,25.119761545046124,1,27,
79,31.69914543,5.133884566200917,Italian,49.24726235175369,0,42,
40,29.73107387135198,13.305842039561105,Japanese,28.650131261113415,1,88,
28,13.261059582097069,16.007097580468134,Mexican,41.677424918550564,1,98,
70,26.130454444953273,13.253290261187109,Mexican,26.092281655294876,1,46,
63,18.82244499689293,1.8456958414651448,Italian,26.998140762497215,0,70,
48,26.73599154670611,11.926430377207367,Italian,25.31532589136734,1,37,
83,18.143131213689706,10.991673134442872,Japanese,38.76302482043247,1,95,
99,43.61809625107734,18.00642536148543,American,31.90071536239978,1,66,
28,16.967733463130145,8.084794592884183,Italian,47.751124454734764,0,61,
48,48.431222059479076,6.4216219417410025,American,20.03561266136419,0,38,
76,26.636294645877634,14.997015288729326,Japanese,14.022509283337774,1,36,
54,43.849811680761974,8.253506521667934,American,25.73045940396861,0,85,
22,35.150592728237804,12.92192350010126,Mexican,34.66850830587104,1,7,
67,39.414011946630104,12.92900180249214,American,44.43195748,0,80,
29,40.70895552267121,17.760781287202356,Japanese,23.847875467213107,1,51,
81,30.19379527572071,11.973848046381947,Japanese,36.15147004497847,0,90,
70,31.732020934531533,10.043072199239738,Japanese,24.00794724092876,1,32,
48,30.559834712348998,2.777426528,American,34.688783319778324,1,80,
10,33.52233512360317,2.3147521335741073,Mexican,45.392317881226035,0,41,
12,11.17577783026029,3.0864313056615877,Italian,19.254305690376363,1,75,
86,25.82060679396061,3.4369696265418903,Mexican,26.16966568428157,1,26,
71,34.247548542446864,12.757541853272677,American,49.73060785718986,1,7,
72,33.908942610234575,14.81962500549157,American,44.74228112997843,1,22,
34,41.718243784225265,10.599830458528373,Italian,32.58559431584808,0,63,
65,36.200373553284344,16.580354650909822,American,30.665103674171014,1,92,
42,49.685332653626894,19.825264534672662,Japanese,21.38401529218724,0,19,
47,21.35418114,16.40025258238712,Japanese,30.688377107741175,0,15,
15,24.36604118664926,13.897647473519184,Japanese,43.92725993119789,0,16,
67,25.353886074711852,10.649853988742933,Japanese,37.40698053111122,0,79,
53,28.63251228080994,8.977061433494164,Japanese,21.601761127119463,1,18,
54,43.43992255124838,1.687847610890847,American,18.058556842141318,1,7,
41,19.431683758368393,7.987374967893819,Italian,20.608341479873165,0,37,
54,41.04000828141718,18.202692735642685,Italian,16.79036805571306,1,37,
70,26.212407323429737,16.16045259813106,Japanese,13.825627840948638,0,52,
56,34.074215346480344,4.3210273002337445,American,26.76544698,1,92,
30,35.301621329052246,9.332155693944317,Mexican,14.531984175930708,1,99,
89,24.913945487557378,16.33446405117089,Mexican,16.876502309084174,1,89,
94,30.504608208232206,1.3476910957104504,American,31.892987373579444,0,30,
84,26.52124698590788,7.747851713373186,Japanese,16.58397094798299,0,43,
45,12.765311447464779,17.036824737478952,Italian,12.555190697236114,1,59,
28,27.48661555267306,8.077957283402474,American,22.695554001115408,0,75,
29,13.895735702142087,1.5522928946288173,Mexican,18.81276394,0,16,
66,26.20083196321286,10.85068737064503,Mexican,30.61220751977507,1,78,
27,33.71673599327127,17.23484989836591,Mexican,14.094683383328373,0,72,
56,33.176595973740035,11.805710859063193,Japanese,40.07083150731913,1,38,
58,36.50485116033281,4.525582164284636,Mexican,46.24934077740554,1,41,
23,13.81046031818505,7.684792402747627,American,39.737406958247774,1,47,
24,36.084929821217514,9.002467223638643,American,31.31308149605577,0,11,
40,22.485922267857884,11.585327076410536,Mexican,44.42671287,1,95,
10,25.961837845484443,15.18702051505226,American,37.79673519,1,88,
63,44.31945015690823,1.977472352812708,Mexican,10.422044898007595,0,17,
12,10.361216165182011,17.793040660351327,Mexican,25.763606110980124,0,78,
25,33.53650533362422,0.2461940603215118,Italian,44.038075976272005,0,95,
96,33.948559204004304,7.401046693485105,Japanese,23.83435431901077,0,5,
66,25.86639105374248,0.548406199,Japanese,11.40860694102094,1,42,
84,19.481114284333447,7.859484506905825,Italian,39.84718554209089,0,34,
21,19.386961530462045,10.516251977466474,Italian,42.08153081131474,0,97,
83,45.348386786430105,10.233627731630236,Japanese,16.423747801732343,0,53,
25,27.68097495,3.312566940565307,Mexican,31.493619873727248,0,61,
81,23.235574519566878,12.914810201912246,Mexican,17.67821755982903,1,68,
85,27.95110295325612,0.8955690100933644,Japanese,38.76937676176587,0,81,
33,36.77561605837445,15.238136402648308,Mexican,20.862018207099425,1,15,
37,15.830262729790068,18.932888679870924,Italian,22.6486049,0,7,
17,27.977353408549508,6.795376543022358,Mexican,43.798834145604054,1,88,
45,33.515374844415476,10.34478763428664,Mexican,29.052894088276172,1,95,
99,47.94333419405735,7.578205561176288,American,36.79017804872991,0,89,
17,20.10111128301677,0.1342078060811991,American,26.094922028898708,1,85,
67,24.370029916649823,7.717490057902319,American,21.920274287750217,0,30,
69,25.17434359689695,15.83440518522693,Mexican,35.019122416986455,1,9,
59,34.221526305795315,11.919776843669636,Japanese,16.19430296315285,1,55,
37,24.269282121600067,2.0251982923031786,Italian,24.91999342267452,1,75,
50,31.340477011987822,16.94278979,Mexican,18.36148149543689,0,91,
73,41.27161319380117,10.621706897704858,Japanese,37.83179867762982,1,69,
36,38.21542376448814,16.834467234893523,Mexican,47.768353533844305,0,19,
72,27.85474586050342,11.604430375700588,Italian,49.820438720634655,1,4,
26,44.56864710696676,11.193768896758797,Mexican,28.01107241766363,1,22,
82,32.32560998375452,2.1051837039402477,Italian,20.10121558545778,1,8,
42,31.59623358,3.347194662772559,Mexican,27.713174815372966,1,57,
93,11.367510637566326,19.44050512993182,Italian,43.890776398508955,1,58,
86,49.46771921428646,4.569734935095415,Mexican,18.240227142081594,1,92,
38,14.91883234118507,19.54904235980736,Italian,48.08382606611695,0,79,
22,19.245236497105864,10.638254130485267,American,23.67463075192604,0,53,
55,12.067873489661078,2.7157809412787426,Mexican,49.43214638,0,45,
44,35.600118673476544,1.986044055073859,Mexican,43.54435550135849,1,21,
15,18.98804708,4.177281414,Japanese,42.34282136589562,0,63,
91,17.20041749890894,18.512746600506716,Japanese,22.716186950931345,1,7,
78,13.542223368929655,8.283004486564536,Italian,10.351088477917179,0,19,
56,14.132358284960628,7.908685359858287,Mexican,25.285316353039512,0,50,
34,33.38682801770355,6.264125221,Italian,22.072374786507748,1,77,
75,37.528314634663815,2.9412370113317676,American,11.495879616351893,1,38,
19,25.89515953857604,9.757023943848129,Japanese,30.214610260237187,0,36,
65,29.19588326368293,2.6009556502227738,Italian,26.121252451309466,0,49,
39,37.43870943931937,16.709604727646553,Italian,35.38225870966099,0,33,
14,10.695191607419186,7.407939726,Japanese,34.847452887763325,0,74,
42,22.925226282811142,7.496071355635927,Mexican,14.829865435867205,1,32,
74,48.923909922813856,9.480128569663117,Italian,49.07862185,0,30,
27,33.20448918781872,8.882554263315033,Japanese,17.477257177657876,1,53,
58,20.16898319589973,19.89715946118643,Mexican,27.810960990588182,1,43,
20,30.869201865448524,10.90762242436605,American,29.524701737349396,0,33,
94,23.706139524836615,1.7640340757974138,Japanese,42.52251188856481,1,70,
35,31.289799553051964,12.13754683,Italian,13.96918384378587,0,61,
72,15.029660472265952,3.031685857397599,American,27.14577116834127,1,22,
98,15.308586152771095,0.6187528946268395,Mexican,35.14008680944816,1,45,
95,15.741694481575713,19.41484307354496,Mexican,18.606224864962222,0,55,
68,47.59279167707367,15.470777830691278,Japanese,35.09871595064291,1,6,
36,39.31595673365367,19.602179848275338,Japanese,46.94659350198611,1,88,
58,16.495275786492837,9.557568960444849,Japanese,49.90072525,0,60,
86,17.533963350624056,10.645150622979521,Mexican,11.298043071627028,1,2,
42,39.23317899483506,3.3667391183826045,American,19.42352913,1,37,
10,16.246553791686956,4.938148533351711,Mexican,22.412284631667898,0,83,
30,19.382451733393147,16.770984298056565,Italian,25.965044017798643,0,33,
64,48.53387331281596,7.123712942351883,Mexican,19.690286303390696,1,43,
15,20.212260989137274,16.53629947592838,Italian,18.139519782212503,1,29,
90,36.46529401484587,14.180274485740636,American,48.1821537,1,16,
78,49.14525149602122,3.543418505,Japanese,46.740864110820716,0,58,
14,24.971870685591707,10.148927322394844,Japanese,11.87970004,1,9,
12,10.700639634482489,13.547746430374337,Mexican,23.552520864193927,1,98,
62,19.76589161689497,4.700744296076502,Japanese,26.205942147136266,1,83,
32,43.23508765366822,16.613770210401537,American,19.560581386637736,1,17,
62,44.58435343820147,10.896553150903737,Japanese,35.154915879527024,1,44,
46,40.74077458095165,3.304841008852064,Mexican,35.61522986576964,1,90,
83,14.52439276306292,11.659688523292049,American,44.02016913314388,0,58,
83,41.82041486785613,19.99427608311828,Italian,39.634770735408715,0,61,
92,46.747111879740174,3.010429833268271,Mexican,31.702933078638225,1,58,
26,34.02438170184944,16.33513860239056,Italian,36.1434708,1,48,
94,47.63501425352259,4.146180063751159,American,20.959551261720723,0,99,
87,43.07355535,15.647766589201746,Mexican,33.72224759869431,0,62,
82,36.67886067963629,14.691558462428265,Mexican,29.56909018999677,0,86,
10,33.08740946846993,6.009787712008647,American,15.333778692654816,1,31,
60,23.94294668967882,6.516462351288997,Japanese,19.70177106331883,1,9,
54,16.371497809712206,15.850427839258384,Mexican,21.66773802886344,1,10,
86,34.19815690762164,9.228910237746252,Mexican,46.97238268210232,1,69,
13,22.72446214472478,14.616360574236175,Italian,19.215465575435577,0,61,
71,44.657546701105815,2.9596829473166952,Japanese,21.569756112786727,0,46,
74,49.73347749434514,17.05115563803107,Italian,24.77416520357729,0,33,
41,40.097110504622904,14.217694333646381,Italian,36.54970954501548,0,99,
43,13.619267811482029,18.138856176696677,Japanese,14.72953569888562,1,16,
81,21.547423821225525,2.647447580699449,Japanese,48.15780849975104,1,53,
48,14.364385270629988,11.860290007211953,American,44.62284880379058,0,75,
35,36.02046591166863,11.982411700806503,Japanese,33.088642920358005,0,84,
43,40.607634582231384,7.069214810935649,Mexican,36.96151469699827,0,39,
63,47.026993235228474,9.169328491385155,Japanese,10.66641884976864,0,18,
12,27.526893856479507,0.7596312657970694,American,23.557791013937948,0,66,
59,46.055025983537774,14.917200772540241,American,41.82640922645768,1,81,
21,45.11564636,10.986449588063481,American,13.099318951695436,1,52,
74,22.687828670615943,1.1548210373834755,Japanese,21.29255336842881,0,63,
63,44.75602502162284,13.615117859209711,Japanese,33.41187313337245,0,82,
14,25.02689007526906,9.335641544623758,Italian,20.256521107957674,0,46,
66,21.87477098241123,0.689225189,Italian,47.359118965780766,1,5,
26,35.962986351775726,19.392154536961907,Mexican,15.242345232171616,1,15,
56,23.13524911540324,18.98224286178881,Italian,41.89577431631115,1,71,
32,35.20834993316576,10.258048322943951,Mexican,30.31794767625633,0,17,
88,34.39327221994778,1.873448414118204,American,40.01323103279824,1,51,
94,32.537557093938354,15.092424431971835,Italian,22.428613132457897,0,47,
23,25.216788169311908,9.838622002114581,Japanese,30.57958409248155,1,42,
75,31.93998886605907,6.0489495657875985,Italian,44.273413988927054,1,38,
84,33.85941899941686,9.828363550571135,Mexican,28.675123964924175,1,48,
60,31.827475539818938,10.44888290810929,Italian,24.388794476410784,0,11,
47,27.776778110048063,11.254233980446784,American,31.44621545010944,0,9,
73,10.586682281850553,8.824474273106532,Japanese,38.69451012145468,1,70,
47,33.48246830804604,12.115106062781134,Mexican,27.74253381994011,0,54,
59,16.737775405708785,18.374694212127547,Japanese,47.55507900569092,0,0,
91,35.70303875788758,7.2453617419718235,Japanese,21.797832961693683,0,48,
39,40.37377311691464,14.514329264398981,Mexican,29.01854424676482,0,35,
88,30.01781236522966,17.889051136484643,Japanese,40.27710637365766,0,20,
60,31.694546599189533,9.119585515198738,Japanese,37.56484361983033,0,36,
72,48.05914238663965,8.869116727638083,Italian,44.545642096686244,0,23,
61,43.886694454902965,12.042339707095591,Japanese,49.872367227244354,1,54,
47,46.56946064,11.828135188449762,Japanese,27.074333151803582,0,24,
97,42.550651532783455,16.13178684652554,Japanese,14.446035191332474,0,6,
88,14.356733673869257,9.529667675565854,Japanese,11.216635232318719,1,80,
39,15.95967423880779,19.922458992788822,Mexican,39.075076245590864,1,92,
60,31.064951890758383,1.1894313773456155,American,44.96054685234863,1,93,
90,19.84278635191993,0.063356972,Italian,18.828503437776746,1,70,
14,29.067819001646367,12.803966231192476,Japanese,16.33792148759624,0,96,
38,25.77461295273401,5.968698247237533,Japanese,12.48820366102764,1,70,
13,31.976569537218133,4.807647773989676,Mexican,42.90811686868825,1,23,
19,39.875028645432906,6.237981600085609,American,22.45527759570337,0,10,
65,38.619636283970976,5.120951302099086,Japanese,26.06787571039106,0,72,
26,30.849365299413375,0.615800993,Mexican,30.110007664384494,0,11,
83,42.895736752682325,19.430660847811772,Italian,43.57812936838203,1,34,
26,27.234483661521335,4.414909769055635,Italian,36.03332886,0,62,
93,45.86857159,14.680595251786126,Japanese,34.602585194312454,1,67,
97,12.851210802206555,15.251927893883506,Japanese,17.02688399823643,0,99,
78,48.1864012,18.585147960144585,American,30.52759566839319,0,91,
43,36.18772325725393,0.6109891418675995,American,38.61524068714621,1,56,
15,25.20298035748821,17.440966768940154,Japanese,48.93043532121967,0,12,
62,17.886165062915094,10.544523616796004,Mexican,18.05625236853409,0,22,
75,29.167329177743998,12.650882199316557,American,10.381734122689066,0,82,
86,17.78233292741204,12.889405542420674,Japanese,13.012057343938789,0,38,
